"gvkey","iid","cik","first_date","last_date"
"162076","01",1305168,2004-10-15,2023-02-23
"024470","01",866368,1998-04-20,2023-02-28
"038780","01",1826376,2020-12-18,2023-02-15
"024515","01",1641489,2015-05-14,2023-03-06
"019974","01",1508655,2011-05-13,2023-02-16
"063312","01",1016708,1999-11-12,2022-11-18
"039371","01",1794905,2021-04-28,2023-05-05
"001078","90W",1800,1994-03-03,2023-02-17
"275862","01",1603978,2014-04-25,2023-03-07
"005073","22",1467858,2009-11-16,2023-04-25
"232135","90",1828316,2020-11-25,2023-04-05
"035168","01",1755672,2018-10-18,2023-05-04
"021020","01",1501756,2014-05-30,2023-03-30
"186310","01W",1501585,2010-10-15,2023-05-04
"178148","02",1434614,2012-07-27,2021-08-05
"018636","04W",835403,2002-11-12,2022-08-04
"013721","01W",1555280,2012-08-13,2023-05-04
"187400","01",68622,1994-03-30,2023-02-23
"031507","01",1532286,2017-03-27,2023-03-08
"036204","01",1672619,2019-08-15,2023-03-21
"171059","01",1401257,2007-10-17,2023-02-28
"018573","01",1577368,2013-08-16,2021-08-05
"178081","01",1099590,2007-05-11,2023-05-04
"024868","15",1002910,2003-11-14,2023-02-22
"184254","04",1411494,2008-04-08,2022-02-25
"022676","04",1610590,2014-07-03,2023-03-31
"011856","01",92230,1994-03-31,2023-05-01
"020018","01",1341235,2013-12-04,2023-03-09
"061028","01",945983,1996-05-15,2023-03-16
"176593","01",1378950,2006-11-02,2023-05-03
"064547","01W",764038,1995-11-13,2023-02-24
"012603","04",1224608,2003-11-19,2023-02-24
"008544","02W",78150,2002-11-05,2023-03-24
"178862","05",1409493,2008-02-06,2023-05-04
"009899","05",732717,1994-03-18,2023-05-01
"010221","01",351817,1995-05-15,2023-05-04
"021165","01",1537028,2014-05-13,2023-03-06
"027186","03",1560385,2015-12-22,2023-03-01
"110732","01C",1318220,2016-08-05,2023-04-27
"178403","04",1448397,2009-03-19,2023-03-31
"331856","01",1280776,2019-02-04,2023-02-23
"037741","02",1830392,2021-03-31,2023-04-03
"162925","04",1332551,2005-07-11,2023-03-07
"004016","02",29534,1994-04-27,2023-03-24
"030435","01",1687932,2016-12-01,2023-03-30
"039882","01",1780201,2019-06-24,2023-03-14
"039853","03",1860871,2021-10-07,2023-04-17
"037694","02",1832505,2021-03-17,2021-11-26
"040497","01",1885444,2021-12-22,2023-03-24
"037153","03",1823144,2020-12-21,2023-05-03
"038105","01",1836129,2021-02-12,2022-11-14
"041078","03",1903464,2022-01-11,2023-04-17
"039950","02",1852061,2021-10-22,2023-03-24
"171141","01",1177609,2012-04-18,2023-03-16
"026148","90",1641640,2015-05-14,2023-04-17
"038535","02",1844417,2021-02-19,2023-03-14
"040306","01",1881487,2021-09-09,2023-03-30
"037649","02",1834226,2020-12-30,2022-11-14
"039855","02",1849548,2021-07-30,2023-03-31
"038356","03",1829322,2021-03-11,2023-03-28
"185946","03",1817944,2021-07-19,2022-08-19
"039176","01",1857662,2021-09-27,2023-05-02
"110728","01W",1054102,1998-05-20,2023-03-27
"178494","01",1368365,2007-06-01,2023-04-17
"037739","03",1823855,2020-12-18,2022-11-14
"038312","01",1843351,2021-05-17,2022-11-10
"018748","90",1582581,2013-08-12,2023-03-30
"039121","03",1855467,2021-09-02,2023-03-31
"036295","03",1787518,2019-11-26,2023-03-10
"038823","02",1842219,2021-04-22,2022-05-16
"179363","01",1419951,2007-12-19,2023-03-31
"040279","02",1881551,2021-11-16,2023-03-17
"037206","01",1823465,2020-11-18,2022-08-12
"171187","04",1533040,2011-10-25,2023-03-22
"037609","02",1831928,2021-01-07,2022-11-14
"007183","02",64463,1995-02-14,2023-03-31
"034613","01",1621672,2018-09-14,2023-03-31
"026891","01",1630113,2016-02-03,2023-02-14
"027689","01",1657045,2016-02-11,2023-03-30
"038024","03",1838219,2021-05-14,2022-11-14
"162649","03",1766526,2019-04-18,2023-03-31
"038592","01",1843973,2021-07-09,2023-04-13
"038190","01",1843205,2021-06-03,2023-03-31
"038070","01",1835972,2021-02-11,2023-03-31
"037191","03",1823466,2020-12-14,2023-03-28
"039381","01",1843724,2021-06-14,2023-03-29
"030932","01",1471265,2009-10-26,2023-02-24
"014403","01",826675,1994-03-22,2023-04-28
"037445","01",1821393,2020-09-08,2023-04-24
"011770","03",720672,1994-05-09,2023-05-04
"008858","01",708818,1995-08-10,2023-01-25
"017123","01",720672,1994-05-09,2023-05-04
"003144","08W",21344,1994-03-14,2023-04-26
"004839","02W",37996,1994-03-21,2023-05-03
"281813","90W",1279695,2007-04-30,2022-10-27
"129441","01",846475,1999-07-30,2023-04-27
"037870","01",1826058,2021-01-12,2022-10-28
"122194","03",1695519,2018-08-01,2022-07-28
"160329","02",1652044,2015-10-22,2023-04-26
"027949","03",897419,1995-02-02,2023-02-03
"035868","01",1786352,2019-09-06,2023-02-03
"010030","02",93676,1994-02-07,2023-02-06
"138205","01",1110803,2000-04-03,2023-04-25
"170617","03W",1326801,2012-02-01,2023-04-27
"170617","13W",1326801,2012-02-01,2023-04-27
"138501","02W",1119769,2000-11-06,2023-02-08
"039188","02",1865975,2021-07-09,2023-02-08
"006742","06",59558,1994-03-30,2023-03-30
"028733","14",906107,1996-05-15,2023-04-28
"064901","01",1032220,1997-02-12,2023-05-04
"061129","03",930236,1996-05-13,2023-04-27
"004093","20",1326160,2006-08-09,2023-02-27
"002369","43C",1001085,2001-11-29,2023-03-24
"133766","01",1095565,1999-10-13,2023-04-27
"033955","02",1739104,2018-08-02,2023-03-01
"171002","01",1237831,2012-03-29,2023-05-04
"065640","04",798359,1995-07-27,2023-05-01
"029082","03",910612,1996-05-14,2023-03-01
"006737","01",59527,1994-05-13,2023-04-27
"016714","01",800457,1995-05-12,2023-04-27
"119314","01W",1075531,1998-12-23,2023-05-04
"017277","01",1532961,2013-01-28,2023-05-05
"015208","14",1026214,2008-08-06,2023-02-22
"024825","06",860546,1996-08-14,2023-04-27
"023978","01W",1163302,2002-03-19,2023-04-28
"039948","02",1870143,2021-08-03,2023-04-28
"176152","03W",1378239,2006-11-15,2023-04-28
"011856","07",92230,1994-03-31,2023-05-01
"216261","01",41091,1994-03-28,2023-04-27
"141459","01",1121788,2000-09-11,2023-05-03
"119275","01",1049502,1998-01-15,2023-05-03
"162129","02",1285785,2004-04-08,2023-05-04
"133768","08",1099219,1999-11-23,2023-05-04
"010096","40",1393311,2007-08-09,2023-05-03
"010096","41",1393311,2007-08-09,2023-05-03
"008530","07W",78003,1994-03-25,2023-05-02
"263277","05",1660734,2015-12-24,2023-05-02
"285556","01W",1836564,2021-02-24,2023-05-04
"012445","01",795403,1994-02-09,2023-05-04
"061163","01",1295810,2004-07-02,2023-05-05
"017391","01",230557,1996-05-15,2023-05-04
"133768","04",1099219,1999-11-23,2023-05-04
"009535","01",846926,1996-06-11,2005-03-11
"031055","01",786620,1996-03-28,2014-10-29
"004083","01",30197,1994-08-10,2003-12-30
"152568","01",1126961,2000-11-14,2022-11-14
"024853","01",789132,1996-05-15,2017-08-08
"031763","01",934795,1996-05-15,2007-08-13
"105805","01",1017158,1997-01-29,2006-08-09
"026048","01",857502,1996-05-14,2002-07-23
"026018","01",888956,1996-05-15,2002-05-20
"142811","01",1135152,2001-05-21,2016-10-27
"002521","01",1003429,1996-05-15,2012-06-20
"121817","01",1050606,1998-02-13,2023-03-13
"150859","01",846494,1998-04-28,2004-11-22
"060796","01",943736,1996-05-13,2006-05-15
"009380","01",86312,1994-03-18,2004-03-03
"110562","01",1057257,1998-05-15,2006-08-14
"142909","01",906595,1997-03-31,2004-08-16
"031662","01",934598,1996-09-26,2001-05-15
"027760","01C",1078207,1999-05-06,2023-02-09
"065697","03",1046859,1997-11-21,2015-10-30
"015889","01W",859994,2002-12-24,2007-01-08
"112890","01",1096050,1999-10-14,2007-08-20
"030005","01",915355,1996-07-15,2005-10-14
"062401","01",938320,1996-08-20,2007-02-13
"006661","01",58592,1995-05-15,2015-11-13
"020243","01C",879338,2003-03-28,2006-11-16
"026360","01C",888358,1996-06-28,2004-02-17
"170607","01",314203,1995-11-22,2022-11-04
"065908","01",1001868,1998-02-02,2009-08-13
"063297","01",916444,1996-07-25,2009-08-05
"008990","01",82536,1995-05-12,2002-11-18
"134447","01",1107112,2000-02-22,2007-05-24
"008832","01",100591,1995-06-16,2023-04-17
"023375","01",839443,1995-08-11,2012-11-09
"024100","01",203200,1995-03-31,2003-08-14
"010564","01",276077,1995-08-14,2018-11-06
"133869","01W",1102993,2000-01-28,2023-03-16
"125114","01W",1095747,2000-03-28,2018-04-30
"179437","06W",318819,1994-03-30,2002-11-14
"028209","01",898437,1996-07-15,2023-03-16
"012852","02",798600,1996-12-30,2009-11-19
"031327","01",923771,1996-07-19,2008-05-20
"025275","01",885640,1996-05-07,2004-05-12
"010504","01",97517,1995-05-08,2020-11-05
"021792","01",100625,1995-11-14,2019-05-15
"004275","01",351789,1995-08-11,2023-03-17
"138961","90",1095348,2001-11-15,2022-04-18
"125857","01",1093897,1999-12-14,2012-05-10
"017430","01",316537,1995-08-09,2004-11-12
"113490","06",1051470,1998-04-17,2023-05-03
"021093","01",715957,1995-03-08,2023-05-05
"006410","01",55529,1995-03-17,2023-03-10
"038609","01",1846235,2021-06-25,2023-02-14
"028347","01",928054,1998-06-11,2023-03-23
"037923","02",1839132,2021-06-04,2023-04-26
"039452","02",1865111,2021-06-29,2023-03-31
"037695","01",1829427,2020-10-26,2022-11-10
"028916","01",884650,1996-05-14,2022-11-17
"001440","02",81027,2011-10-28,2023-02-23
"017555","01",1137774,2001-04-25,2023-05-02
"009061","05",83246,2000-03-30,2023-02-21
"005135","19",3153,1994-03-28,2023-04-27
"028535","02W",887153,2003-06-30,2023-05-01
"024432","01",870228,1996-05-21,2008-08-14
"145274","04",75527,1994-03-29,2011-05-09
"012947","01",805928,1995-05-12,2011-09-02
"003908","01",28561,1995-05-12,2017-02-13
"008099","01",73960,1994-03-24,2013-02-25
"184687","01",71508,1994-03-17,2023-02-24
"007063","01",1070750,1998-09-30,2023-05-05
"026545","01",1644378,2015-07-31,2023-05-03
"142909","01",912906,1997-03-31,2004-08-16
"039763","02",1861541,2021-06-14,2023-03-28
"031656","01W",1420565,2015-09-10,2023-03-20
"030501","93W",1445930,2009-03-31,2023-03-07
"010499","01W",97476,1994-03-21,2023-04-26
"160549","05",1570585,2013-08-01,2023-02-22
"008539","04",8192,2016-05-06,2023-05-03
"108111","01",884892,1997-12-15,2011-03-31
"137662","01",1104017,2000-05-17,2009-05-11
"130200","01",1096142,1999-10-07,2014-11-14
"012096","01",701719,1995-08-02,2023-03-16
"065692","01C",1077638,2001-09-04,2016-08-25
"003691","01",109657,1995-05-12,2023-03-30
"024943","01C",880224,2000-05-19,2022-03-11
"109842","01",1056218,1998-08-14,2006-11-09
"010275","01",203383,2002-11-22,2009-02-09
"025347","01",899778,1996-05-15,2003-06-04
"003842","01",215639,1994-08-18,2010-11-10
"002797","01",18000,1994-01-27,2001-08-14
"065368","01",1041426,1997-11-14,2006-11-08
"122355","01",1086467,1999-07-28,2011-05-13
"063980","01",1020476,1996-12-11,2004-06-28
"027847","01",891915,1996-07-10,2003-08-18
"025817","01",865753,1997-01-27,2002-11-14
"025361","03",886171,1996-05-09,2018-11-06
"028749","01",891482,1996-05-20,2023-03-16
"012408","01",793160,1995-08-31,2010-11-15
"106020","01",1015002,2000-02-24,2008-11-14
"063180","01",1006835,1996-05-15,2005-11-07
"151222","01",834408,2000-10-18,2008-08-20
"064807","01",858629,1997-05-23,2004-05-14
"108585","01",1077640,2001-09-04,2008-03-31
"007466","01",311995,1994-04-26,2001-11-13
"012009","01",68622,1994-03-30,2023-02-23
"015889","20W",859994,2002-12-24,2007-01-08
"034387","01",92122,1994-03-28,2023-04-27
"012321","02C",783324,1996-05-13,2023-04-28
"222357","91",1157557,2003-06-30,2011-06-30
"025198","01",875296,1997-02-14,2017-10-31
"008288","01",75644,1995-03-30,2003-03-27
"123998","01",1089907,1999-07-09,2023-03-31
"014019","01",810018,1998-07-14,2004-11-16
"001819","01",8038,1995-08-10,2003-08-08
"024971","01",882365,1996-05-14,2003-11-14
"018799","01",820380,1996-06-24,2017-05-12
"220546","03W",1140625,2002-04-05,2023-05-04
"015174","01",812914,1995-05-12,2004-08-24
"109581","01",1050025,1998-06-01,2006-12-22
"023623","01",714256,1996-05-02,2023-03-20
"025164","01",885080,1996-05-15,2003-11-14
"061672","01",355590,1996-08-12,2003-11-14
"008669","01",79424,1996-08-08,2003-11-14
"061752","01",908605,1996-05-13,2007-05-14
"111482","01",1058973,1998-08-14,2005-11-10
"010238","01",202763,1994-01-14,2002-11-19
"024361","05",1114937,2000-08-14,2003-11-19
"024852","01",858155,1996-05-14,2009-11-23
"016938","01",351710,1995-08-14,2003-08-14
"025669","01",889299,1996-05-14,2002-11-12
"030165","05",913357,1996-05-13,2009-05-20
"005135","22",3153,1994-03-28,2023-04-27
"012749","03",81033,1994-02-25,2023-02-22
"133328","01",1103390,2000-02-29,2012-05-07
"120455","01",1031951,1999-05-13,2005-05-10
"002128","01",880114,1995-08-10,2011-05-11
"024376","01",876378,1996-05-15,2013-08-14
"112718","02",1059581,1998-07-22,2004-05-13
"012246","01",1052163,1998-02-10,2005-05-10
"015474","02",823130,1995-05-22,2010-05-14
"061419","01",948703,1996-05-14,2012-01-05
"108602","01",1125670,2001-09-06,2012-06-06
"063763","01",1017480,1996-06-27,2023-03-24
"028332","01",927801,1996-11-14,2002-11-14
"061256","01",944727,1996-08-12,2004-05-13
"060949","01",934858,1996-05-14,2001-11-14
"029677","01",916304,1996-07-15,2004-01-12
"145049","01",1157644,2001-08-24,2006-04-26
"101936","03W",1116547,2000-06-28,2004-12-22
"066060","02",1096481,2002-08-14,2013-03-28
"025683","01",879703,1996-06-07,2017-03-29
"064934","01",1037390,1997-04-08,2023-05-03
"002328","01",1035675,1998-08-14,2012-02-06
"133044","01",1102542,2000-01-10,2009-03-23
"028461","01",904350,1996-08-14,2009-05-12
"113178","01",1058828,1998-09-28,2019-09-18
"011934","01",787809,1995-09-11,2007-03-16
"113361","01",1063085,1998-06-11,2009-05-13
"012222","01",791450,1995-08-11,2006-08-10
"107446","01",1039280,1998-10-13,2023-02-14
"014010","01",736744,1997-02-18,2020-11-16
"012139","01",739460,1995-08-11,2007-11-08
"062322","01",1002822,1997-03-25,2012-05-23
"064851","01",1030896,1997-05-20,2013-05-17
"144115","01",1133478,2003-06-30,2016-08-10
"132799","01",1053676,1999-12-14,2009-11-17
"003399","01",23503,1996-06-14,2013-09-25
"014424","01",792341,1996-06-13,2001-10-09
"064993","01",1039757,1997-09-25,2016-10-14
"065387","01",1036292,1997-09-12,2011-06-20
"014624","01",800240,1994-03-25,2023-03-01
"062510","02W",1010246,2002-07-01,2007-09-14
"001518","01",763730,1995-05-02,2009-12-22
"030775","01",929548,1996-05-02,2005-05-10
"062702","01",1007508,1996-06-10,2008-08-19
"124638","01",1092458,1999-10-08,2008-08-11
"119173","01",1023364,1997-01-31,2022-08-11
"066654","03",1047884,1998-05-15,2021-02-26
"024491","01",850483,1996-08-14,2012-05-10
"066654","01",1047884,1998-05-15,2021-02-26
"028432","01",947994,2003-04-02,2011-04-11
"121834","01",1054298,1999-07-01,2005-05-10
"063593","01",1017815,1996-07-02,2009-05-29
"002829","01",740664,1996-05-22,2023-03-13
"017440","01",859914,1997-05-20,2004-05-14
"025360","01",875729,1996-05-15,2023-02-08
"122358","01",1086472,1999-07-30,2006-03-07
"060898","01",943897,1996-05-15,2010-05-07
"030225","01",921438,1996-05-09,2004-08-13
"003897","01",28385,1995-03-28,2023-04-27
"061803","01",1016965,1997-11-14,2005-11-21
"006283","02",712757,1995-11-13,2011-11-17
"065995","01",1066624,1998-07-24,2003-05-22
"030058","01",909483,1996-08-14,2006-04-12
"063996","01",921506,1996-09-25,2009-02-25
"006062","01",51124,1995-05-15,2005-04-13
"030874","93W",887225,2003-06-27,2023-02-24
"027892","01",1068874,1999-06-25,2017-05-30
"024869","02",30573,1994-03-29,2007-05-10
"063858","01",3959,1996-09-30,2006-05-22
"006886","01",714540,1995-02-10,2004-06-10
"065609","01",1043277,1997-08-15,2023-04-28
"010033","01",93736,1995-05-26,2003-07-15
"030024","90W",912958,2003-01-21,2023-02-28
"001945","91",715095,2002-08-06,2006-07-24
"025291","08C",1003470,1999-01-29,2010-05-10
"006756","01",216430,1995-03-31,2002-05-14
"005072","05",40729,1994-03-10,2023-05-02
"142248","90",1129137,2001-01-22,2022-04-29
"063759","90W",1023027,2002-05-14,2006-10-06
"132740","08W",1107457,2001-12-04,2010-08-05
"101264","90W",1127055,2000-11-03,2006-09-12
"006135","21C",895728,2002-11-21,2023-02-10
"017265","01",40554,1994-03-25,2015-11-02
"015101","01",1055160,1998-08-14,2023-05-04
"134164","01",1109935,2000-03-31,2007-05-09
"065054","01",1024920,1997-04-16,2015-11-23
"066610","01",948072,1998-03-31,2018-11-14
"222640","01W",1066115,1998-09-18,2009-08-31
"141847","01",1129623,2000-12-08,2010-07-28
"020791","01",1061630,1998-05-14,2023-04-26
"019798","02",831460,1995-08-11,2006-08-21
"133327","90",1108838,2003-06-06,2006-06-29
"133327","01W",1108838,2003-06-06,2006-06-29
"066688","03",1050112,1998-05-14,2009-11-09
"015113","02",350907,2001-05-14,2015-08-05
"002636","01",16496,1995-05-15,2005-07-29
"010520","01",354639,1995-05-05,2005-05-16
"063643","01",1018840,1996-09-26,2023-03-27
"010382","01",741556,1995-08-03,2011-02-10
"005129","01",41023,1995-05-18,2007-05-11
"008627","02",350426,1995-05-09,2004-05-06
"012967","01",894237,1996-08-12,2015-02-23
"143527","01",1122787,2000-09-26,2008-08-11
"009848","03",92108,1994-03-28,2023-05-04
"014163","01",1056087,1998-03-30,2020-08-17
"143689","01",923284,1996-05-15,2016-02-26
"028933","01",909950,1996-05-14,2007-11-14
"016531","01",855612,1995-05-12,2021-11-09
"029448","01",908311,1996-03-29,2014-03-10
"063448","01",1006028,1996-05-24,2023-03-17
"009837","01",313058,1994-02-24,2000-11-03
"003711","01",26537,1998-03-16,2004-08-12
"011669","02",109156,1995-03-10,2014-05-30
"006379","01",55135,1994-03-14,2023-02-16
"006347","01",906469,1996-07-11,2007-10-31
"009846","06W",827052,1994-03-21,2023-05-02
"005786","05",49196,1995-03-01,2023-04-28
"065576","07",1045609,1997-11-24,2011-05-10
"005327","01",26820,1995-05-05,2011-04-14
"008633","01",914025,1996-08-14,2022-08-11
"064515","01",891293,1996-08-14,2023-03-06
"027794","01",895419,1996-05-09,2023-04-27
"018301","01",737875,1995-05-11,2023-03-15
"064103","01",1023362,1996-10-08,2012-11-09
"001642","01",778808,1996-02-13,2004-09-01
"028947","01",910655,1996-08-01,2007-08-14
"011351","01",105532,1995-05-15,2007-05-18
"063848","01",909990,1996-10-16,2007-08-09
"002889","02",826821,1995-05-15,2005-09-28
"064835","02W",1038683,2002-11-04,2022-05-16
"002797","02",18000,1994-01-27,2001-08-14
"105932","01",1097181,2000-02-09,2004-11-23
"006285","02",54003,1996-02-06,2006-08-14
"014926","01C",814186,1996-08-13,2001-03-23
"011183","02",353482,1995-05-16,2007-05-15
"005135","22",44545,1994-03-28,2018-11-07
"104831","91",875809,1998-03-13,2012-02-24
"138143","01",918944,1996-05-20,2008-02-14
"122078","01",1065332,1999-07-19,2021-02-25
"122316","01",1047499,1999-07-28,2004-11-05
"150306","02",1077428,2000-08-11,2023-04-20
"144066","01",1137411,2001-04-12,2018-11-26
"065091","04",49816,1994-05-12,2010-11-08
"030007","01",881524,1996-08-12,2020-05-06
"005811","01",704432,1996-09-25,2013-02-15
"028706","01",906408,1996-08-13,2003-05-14
"066367","02",1095722,2000-03-24,2009-11-06
"002369","42C",1001085,2001-11-29,2023-03-24
"145274","02",75527,1994-03-29,2011-05-09
"063100","01",1012394,1996-08-15,2008-05-14
"061791","01",357191,1996-08-06,2002-01-25
"030175","01",919956,1996-05-14,2021-11-09
"064628","03",703904,1996-08-06,2005-11-08
"143870","01",1141719,2001-05-31,2013-04-30
"187030","01",66901,1994-03-17,2023-02-24
"142260","01",1121484,2000-08-10,2023-04-28
"125237","01",1091801,1999-07-29,2015-11-05
"121673","01",1082923,1999-06-25,2021-08-06
"010629","01",98827,1995-05-15,2005-11-14
"062395","01",944763,1996-05-15,2006-11-09
"013683","13W",814052,2002-11-14,2023-02-23
"066367","02",895364,1997-11-28,2009-11-06
"065248","90",1041989,2003-02-28,2007-08-16
"006097","01",353944,1993-12-23,2015-02-09
"008606","03",78814,1994-03-30,2023-05-04
"001274","01",775368,1994-03-29,2022-08-04
"005530","01",46250,1995-05-15,2023-02-01
"009777","02",91419,1994-03-14,2023-02-28
"063507","01",1012967,1998-11-16,2006-03-16
"002138","01",945489,1995-07-28,2010-11-12
"027828","01",101984,1996-05-15,2023-03-08
"015092","01",813920,1995-03-30,2020-03-12
"031674","01",937941,1996-05-15,2019-08-08
"008387","01",943861,1995-04-14,2021-11-08
"064030","01",1022671,1996-09-23,2023-05-05
"010345","02",96412,1995-05-16,2011-05-06
"031590","01",934650,1996-05-09,2004-05-05
"014011","01C",782819,1996-05-14,2006-10-31
"029741","01",915909,1996-06-14,2009-08-28
"006053","01",51103,1994-02-15,2007-02-07
"025095","01W",883975,1996-08-14,2016-11-03
"004367","01W",32908,1995-09-21,2002-05-15
"005987","01",50725,1994-02-11,2023-05-04
"028118","01",883569,1996-05-15,2023-03-09
"023877","01",1054833,1998-02-06,2013-05-01
"014382","01",821572,1995-06-14,2005-09-14
"001577","01",766430,1995-05-09,2007-09-25
"019658","01",740942,1995-09-07,2011-11-09
"016769","01",200138,1994-05-13,2007-10-24
"030720","01",916230,1996-05-14,2010-05-13
"002019","90W",9626,1994-03-28,2007-05-09
"031887","03W",943819,1996-05-14,2023-04-28
"008387","11",943861,1995-04-14,2021-11-08
"119714","01",1068199,1998-08-27,2009-05-11
"013326","01",812076,1995-07-11,2007-07-17
"065343","01",1041803,1997-11-26,2023-04-10
"016686","01",840387,1996-03-27,2006-04-28
"063384","01",1015920,1996-09-03,2008-11-28
"003782","01",205239,1993-12-14,2004-11-19
"012603","07",719241,1994-03-31,2003-08-14
"004496","01",313395,1995-07-14,2009-11-09
"007882","02",71829,1995-05-15,2023-05-03
"003171","01W",356830,1995-04-11,2009-03-25
"029969","01",883502,1996-05-10,2003-08-14
"012338","01",792985,1996-05-13,2013-11-13
"007977","03",72903,1994-01-25,2023-04-27
"010671","17C",99070,2002-05-07,2022-07-28
"061406","01W",913144,1996-05-14,2023-05-03
"002137","19C",718940,2002-10-24,2023-03-03
"065710","07",1045450,1998-03-31,2023-04-27
"007977","05",72903,1994-01-25,2023-04-27
"011856","17",92230,1994-03-31,2023-05-01
"008245","10",713676,1994-03-17,2023-05-02
"003735","04",313616,1994-04-21,2023-04-25
"062996","01",1008598,1996-08-14,2003-02-12
"106375","01",893539,1996-05-15,2006-03-08
"005432","01",720671,1995-08-14,2010-02-16
"019209","01",875582,1996-07-11,2023-04-13
"014108","01",768411,1995-08-09,2022-08-11
"016441","02",721773,1996-02-13,2008-02-11
"063782","01",772349,1996-05-22,2004-12-02
"001613","02",6176,1994-03-21,2023-03-21
"030692","04",926866,1996-05-14,2007-05-10
"112004","01",924505,1998-04-09,2006-03-07
"012383","03W",900268,2003-02-10,2007-03-16
"008606","01",78814,1994-03-30,2023-05-04
"014503","01",831327,1994-02-04,2012-05-10
"004737","05",36966,1994-03-08,2023-04-18
"063657","01",1018522,1996-07-24,2009-05-11
"028512","01C",899849,1996-05-16,2008-01-29
"013552","01",807364,1994-05-18,2004-11-19
"065072","01",1028584,1997-09-15,2011-09-01
"062261","01",923282,1997-08-14,2008-02-14
"015417","01",79282,1995-03-31,2023-04-28
"061586","03",1000298,1996-05-15,2023-03-16
"028563","01",904973,1996-06-12,2014-09-04
"064088","01",797721,1996-10-01,2023-02-09
"015247","90W",1035002,1997-08-14,2023-04-27
"009240","03",85149,1994-04-29,2006-04-25
"062184","01",884782,1996-08-13,2004-08-16
"063456","01",1016281,1996-06-07,2023-05-03
"009921","01",77597,1994-03-09,2013-03-12
"006669","02",920760,1998-07-14,2023-04-04
"010187","06",750556,1995-02-22,2019-10-31
"010187","09",750556,1995-02-22,2019-10-31
"009607","01",89041,1995-08-21,2012-11-14
"027936","01",896985,1996-08-14,2019-09-17
"011804","01",779164,1995-05-22,2003-11-17
"061839","01",1161868,2001-12-21,2005-05-06
"004843","01",38074,1994-02-14,2014-05-30
"025389","01",886239,1996-05-06,2008-02-29
"028970","01",354562,1996-05-31,2007-05-09
"007469","01C",352435,1996-08-06,2011-08-02
"017539","01",78814,1994-03-30,2023-05-04
"005073","02W",40730,1994-03-29,2009-05-08
"031702","01",933590,1996-08-14,2016-08-09
"012180","01",729922,1995-05-15,2010-05-06
"021424","01",786623,1996-05-20,2008-11-14
"028744","01",908440,1996-07-15,2006-05-15
"031600","01",934747,1996-07-17,2004-11-08
"014131","01",813461,1994-03-15,2006-01-31
"016243","07",933136,1995-01-25,2023-04-26
"060950","01",880321,1996-05-15,2007-04-02
"015752","01C",845802,2001-06-29,2008-03-31
"029903","01",353203,1995-03-29,2003-11-14
"009783","01",91576,1994-03-31,2023-04-20
"216310","01",1099219,1999-11-23,2023-05-04
"003275","01",22701,1995-05-11,2022-03-14
"062878","01",880209,1996-05-15,2004-05-17
"003153","90W",215466,1994-05-13,2023-02-22
"031366","01",1012127,1997-03-26,2005-11-14
"122096","02",1084421,1999-07-21,2007-11-14
"003153","01",215466,1994-05-13,2023-02-22
"171152","01",874766,1996-05-15,2023-04-27
"010905","01",1082510,2000-08-14,2015-11-02
"017035","01",64996,1995-11-13,2023-05-02
"003916","01",28626,1995-08-30,2008-02-11
"216237","01",859139,1996-05-13,2012-05-09
"063876","01",1021162,1996-10-28,2023-02-02
"125533","01",1089976,1999-07-15,2012-12-27
"018654","02",313716,1995-05-11,2018-05-03
"025848","01",887730,1996-08-13,2020-05-28
"013525","01",706015,1996-05-15,2006-08-09
"009783","08",91576,1994-03-31,2023-04-20
"009783","09",91576,1994-03-31,2023-04-20
"015582","18C",9631,2002-08-27,2021-11-30
"061302","05",947484,1996-05-14,2023-05-04
"029830","01W",230498,1996-08-14,2015-05-11
"015582","27C",9631,2002-08-27,2021-11-30
"014316","01",201283,2002-10-31,2016-07-29
"001920","01",8868,1994-03-25,2023-03-14
"001611","02",731859,1994-03-31,2012-11-13
"117020","01",1070190,1999-03-30,2010-05-28
"005111","01",40934,1995-03-09,2004-07-29
"065421","01",917491,1997-08-06,2023-02-15
"028316","01",884719,1996-05-15,2008-08-14
"004690","03",798941,1995-08-14,2023-02-24
"063667","01",1017968,1996-07-03,2018-11-09
"004640","11",35527,1994-02-17,2023-04-20
"009225","01",84839,1994-03-28,2023-04-27
"001164","01",723527,1995-05-15,2006-01-05
"010044","01",771790,1995-02-14,2007-05-08
"007970","01",315256,1994-03-25,2023-05-03
"028769","04",907254,1996-05-15,2023-05-04
"064055","02",1024657,1996-11-26,2017-08-03
"061302","02",947484,1996-05-14,2023-05-04
"007970","01W",72741,1994-03-25,2023-05-03
"007881","03",1164727,2002-03-27,2023-04-27
"024533","01",877860,1996-07-30,2023-02-21
"025356","01",885721,1996-05-10,2012-02-22
"011427","01",106374,1995-11-14,2005-11-09
"014557","01",906473,1996-08-13,2005-02-16
"001581","01",5907,1994-03-25,2005-11-04
"066102","01",1046183,1998-03-31,2006-02-06
"023988","01",882289,1996-05-14,2013-11-13
"029112","01",897861,1996-05-07,2010-11-10
"004460","01",33619,1994-01-31,2019-02-05
"023767","01W",872448,1996-08-13,2016-02-29
"007241","90W",64803,1994-03-31,2023-05-03
"016824","01",854395,1996-11-12,2014-11-14
